"iata","name","city","country","country_code","lat","lon","timezone"
"ROP","Rota International Airport","Rota Island","MP","MP","14.173267","145.241103","Pacific/Saipan"
"ROR","Roman Tmetuchl International Airport","Babelthuap Island","PW","PW","7.366965","134.544085","Pacific/Palau"
"ROS","Rosario Islas Malvinas International Airport","Rosario","AR","AR","-32.9036","-60.785","America/Cordoba"
"ROT","Rotorua Regional Airport","Rotorua","NZ","NZ","-38.1092","176.317001","Pacific/Auckland"
"ROU","Ruse Airport","Shtraklevo","BG","BG","43.694801","26.0567","UTC"
"ROV","Platov International Airport","Rostov-on-Don","RU","RU","47.493888","39.924722","Europe/Moscow"
"ROW","Roswell Air Center Airport","Roswell","US","US","33.301601","-104.530998","America/Denver"
"ROX","Roseau Municipal Rudy Billberg Field","Roseau","US","US","48.855999","-95.696999","UTC"
"ROY","Rio Mayo Airport","Rio Mayo","AR","AR","-45.703899","-70.245598","UTC"
"ROZ","Rota Naval Station Airport","Rota","ES","ES","36.645198822","-6.34946012497","Europe/Madrid"
"RPA","Rolpa Airport","Rolpa","NP","NP","28.267292","82.756496","UTC"
"RPB","Roper Bar Airport","Roper Bar","AU","AU","-14.734814","134.525485","Australia/Darwin"
"RPM","Ngukurr Airport","RPM","AU","AU","-14.7228","134.746994","\N"
"RPN","Rosh Pina Airport","Rosh Pina","IL","IL","32.980999","35.571899","Asia/Jerusalem"
"RPR","Swami Vivekananda Airport","Raipur","IN","IN","21.180401","81.7388","Asia/Calcutta"
"RPU","Urucu Airport","Urucu","BR","BR","-4.884263","-65.355421","UTC"
"RPV","Roper Valley Airport","Roper Valley","AU","AU","-14.9215","134.05","UTC"
"RPX","Roundup Airport","Roundup","US","US","46.475095","-108.541497","UTC"
"RQA","Ruoqiang Loulan Airport","Ruoqiang Town","CN","CN","38.974722","88.008333","UTC"
"RQO","El Reno Regional Airport","El Reno","US","US","35.472698","-98.005798","UTC"
"RQW","Qayyarah West Airport","Qayyarah","IQ","IQ","35.7672","43.125099","\N"
"RQY","Rashtrakavi Kuvempu Airport","Shimoga","IN","IN","13.858024","75.618868","UTC"
"RRE","Marree Airport","RRE","AU","AU","-29.6633","138.065002","UTC"
"RRG","Sir Charles Gaetan Duval Airport","Port Mathurin","MU","MU","-19.756696","63.359326","Indian/Mauritius"
"RRJ","Jacarepaguá - Roberto Marinho Airport","Rio de Janeiro","BR","BR","-22.986773","-43.372194","UTC"
"RRK","Rourkela Airport","Rourkela","IN","IN","22.256571","84.815193","Asia/Calcutta"
"RRL","Merrill Municipal Airport","Merrill","US","US","45.198898","-89.712898","UTC"
"RRM","Marromeu Airport","Marromeu","MZ","MZ","-18.319259","35.949501","UTC"
"RRR","Raroia Airport","Raroia","PF","PF","-16.050485","-142.476568","\N"
"RRS","Røros Airport","Røros","NO","NO","62.578399658203","11.342300415039","Europe/Oslo"
"RRT","Warroad International Memorial Airport","Warroad","US","US","48.94139862","-95.3483963","UTC"
"RRV","Robinson River Airport","RRV","AU","AU","-16.7182998657","136.945007324","UTC"
"RSA","Santa Rosa Airport","Santa Rosa","AR","AR","-36.588299","-64.275703","America/Argentina/Salta"
"RSB","Roseberth Airport","RSB","AU","AU","-25.825737","139.627476","UTC"
"RSD","Rock Sound International Airport","Rock Sound","BS","BS","24.89165","-76.177602","America/Nassau"
"RSE","Rose Bay Seaplane Base","Sydney","AU","AU","-33.869","151.262","UTC"
"RSH","Russian Mission Airport","Russian Mission","US","US","61.775071","-161.319466","America/Anchorage"
"RSI","Red Sea International Airport","Hanak","SA","SA","25.627975","37.088914","UTC"
"RSJ","Rosario Seaplane Base","Rosario","US","US","48.645699","-122.867996","UTC"
"RSK","Abresso Airport","Ransiki-Papua Island","ID","ID","-1.496667","134.1925","UTC"
"RSL","Russell Municipal Airport","Russell","US","US","38.872100830078","-98.811798095703","\N"
"RSN","Ruston Regional Airport","Ruston","US","US","32.514187","-92.588517","UTC"
"RSS","Damazin Airport","Ad Damazin","SD","SD","11.7859","34.3367","Africa/Khartoum"
"RST","Rochester International Airport","Rochester","US","US","43.908298","-92.5","America/Chicago"
"RSU","Yeosu Airport","Yeosu","KR","KR","34.84230041503906","127.61699676513672","Asia/Seoul"
"RSW","Southwest Florida International Airport","Fort Myers","US","US","26.534685","-81.752816","America/New_York"
"RSX","Rouses Point Seaplane Base","Rouses Point","US","US","44.991699","-73.363073","UTC"
"RTA","Rotuma Airport","Rotuma","FJ","FJ","-12.482500076293945","177.0709991455078","Pacific/Fiji"
"RTB","Juan Manuel Gálvez International Airport","Coxen Hole","HN","HN","16.316799","-86.523003","America/Tegucigalpa"
"RTC","Ratnagiri Airport","RTC","IN","IN","17.013599","73.327797","\N"
"RTE","Campo de Marte Airport","São Paulo","BR","BR","-23.5091","-46.637798","UTC"
"RTG","Frans Sales Lega Airport","Satar Tacik, Manggarai","ID","ID","-8.596171","120.478177","Asia/Makassar"
"RTI","David Constantijn Saudale Airport","Ba'a - Rote Island","ID","ID","-10.765834","123.076046","UTC"
"RTL","Spirit Lake Municipal Airport","Okoboji","US","US","43.387501","-95.139198","UTC"
"RTM","Rotterdam The Hague Airport","Rotterdam","NL","NL","51.956902","4.43722","Europe/Amsterdam"
"RTN","Raton Municipal Airport / Crews Field","Raton","US","US","36.741501","-104.501999","\N"
"RTO","Budiarto Airport","Tangerang-Java Island","ID","ID","-6.293171","106.57","UTC"
"RTP","Rutland Plains Airport","Yagoonya","AU","AU","-15.644963","141.844373","UTC"
"RTS","Rottnest Island Airport","RTS","AU","AU","-32.006699","115.540001","Australia/Perth"
"RTU","Maratua Airport","Maratua","ID","ID","2.19759","118.599361","UTC"
"RTY","Merty Merty Airport","RTY","AU","AU","-28.582713","140.303264","UTC"
"RUA","Arua Airport","Arua","UG","UG","3.049152","30.911714","Africa/Kampala"
"RUD","Shahrud International Airport","Shahrud","IR","IR","36.425301","55.104198","Asia/Tehran"
"RUE","Rughenda Airfield","Butembo","CD","CD","0.117142","29.312992","UTC"
"RUF","Yuruf Airport [UNUSABLE]","Amgotro","ID","ID","-3.628919","140.953689","UTC"
"RUG","Rugao Air Base","Rugao (Nantong)","CN","CN","32.258341","120.501131","\N"
"RUH","King Khalid International Airport","Riyadh","SA","SA","24.9576","46.698799","Asia/Riyadh"
"RUI","Sierra Blanca Regional Airport","Alto","US","US","33.462799","-105.535004","America/Denver"
"RUK","Rukum Chaurjahari Airport","Rukumkot","NP","NP","28.627001","82.194021","Asia/Katmandu"
"RUL","Maavaarulaa Airport","Maavaarulu","MV","MV","0.338085","73.512869","UTC"
"RUM","Rumjatar Airport","Rumjatar","NP","NP","27.303499","86.5504","Asia/Katmandu"
"RUN","Roland Garros Airport","Sainte-Marie","RE","RE","-20.890087","55.518894","Indian/Reunion"
"RUP","Rupsi Airport","Rupsi","IN","IN","26.141867","89.907892","UTC"
"RUR","Rurutu Airport","RUR","PF","PF","-22.434099197387695","-151.36099243164062","\N"
"RUS","Marau Airport","Marau","SB","SB","-9.86167","160.824997","Pacific/Guadalcanal"
"RUT","Rutland - Southern Vermont Regional Airport","Rutland","US","US","43.5294","-72.9496","America/New_York"
"RUU","Ruti Airport","Kawbenaberi","PG","PG","-5.334444444440001","144.256666667","UTC"
"RUV","Rubelsanto Airport","Rubelsanto","GT","GT","15.992","-90.445297","\N"
"RUY","Rioamarillo Airport","Copán Ruinas","HN","HN","14.914885","-89.007837","UTC"
"RVA","Farafangana Airport","Farafangana","MG","MG","-22.8053","47.820599","Indian/Antananarivo"
"RVC","River Cess Airport and Heliport","River Cess","LR","LR","5.472469","-9.58546","UTC"
"RVD","General Leite de Castro Airport","Rio Verde","BR","BR","-17.834723","-50.956112","America/Sao_Paulo"
"RVE","Los Colonizadores Airport","Saravena","CO","CO","6.951868","-71.857179","America/Bogota"
"RVK","Rørvik Airport, Ryum","Rørvik","NO","NO","64.838302612305","11.14610004425","Europe/Oslo"
"RVN","Rovaniemi Airport","Rovaniemi","FI","FI","66.563327","25.829751","Europe/Helsinki"
"RVO","Reivilo Airport","Reivilo","ZA","ZA","-27.547199249267578","24.172500610351562","UTC"
"RVR","Green River Municipal Airport","Green River","US","US","38.9613990784","-110.226997375","UTC"
"RVS","Tulsa Riverside Airport","Tulsa","US","US","36.0396","-95.984596","America/Chicago"
"RVT","Ravensthorpe Airport","RVT","AU","AU","-33.7971992493","120.208000183","Australia/Perth"
"RVV","Raivavae Airport","RVV","PF","PF","-23.885201","-147.662003","Pacific/Tahiti"
"RVY","Pres. Gral. Óscar D. Gestido Binational Airport","Rivera/Santana do Livramento","UY","UY","-30.9746","-55.4762","America/Montevideo"
"RWF","Redwood Falls Municipal Airport","Redwood Falls","US","US","44.547199","-95.082298","\N"
"RWI","Rocky Mount Wilson Regional Airport","Rocky Mount","US","US","35.8563","-77.891899","America/New_York"
"RWL","Rawlins Municipal Airport/Harvey Field","Rawlins","US","US","41.80559921","-107.1999969","America/Denver"
"RWN","Rivne International Airport","Rivne","UA","UA","50.60710144042969","26.141599655151367","Europe/Kiev"
"RXA","Ar Rawdah Airport","Ar Rawdah","YE","YE","14.44872","47.27955","UTC"
"RXE","Rexburg Madison County Airport","Rexburg","US","US","43.8339","-111.805002","UTC"
"RXS","Roxas Airport","Roxas City","PH","PH","11.597700119018555","122.75199890136719","Asia/Manila"
"RYB","Staroselye Airport","Rybinsk","RU","RU","58.104198","38.929401","Europe/Moscow"
"RYK","Shaikh Zaid Airport","Rahim Yar Khan","PK","PK","28.383899688720703","70.27960205078125","Asia/Karachi"
"RYL","Royal Zambezi Lodge Airstrip","Lower Zambezi River","ZM","ZM","-15.724789","29.303541","UTC"
"RYN","Royan-Médis Airport","Royan/Médis","FR","FR","45.628101","-0.9725","Europe/Paris"
"RYO","28 de Noviembre Airport","Rio Turbio","AR","AR","-51.605","-72.2203","UTC"
"RZA","Santa Cruz Airport","Puerto Santa Cruz","AR","AR","-50.0165","-68.5792","America/Argentina/Rio_Gallegos"
"RZE","Rzeszów-Jasionka Airport","Jasionka","PL","PL","50.109791","22.024155","Europe/Warsaw"
"RZH","Preobrazheniye Airport","Preobrazheniye","RU","RU","42.921698","133.904438","UTC"
"RZP","Cesar Lim Rodriguez (Taytay-Sandoval) Airport","Taytay","PH","PH","11.05065","119.519266","Asia/Manila"
"RZR","Ramsar Airport","Ramsar","IR","IR","36.90701","50.687316","Asia/Tehran"
"RZS","Sawan Airport","Sawan Gas Field","PK","PK","26.9662","68.878098","\N"
"RZV","Rize–Artvin Airport","Rize","TR","TR","41.179766","40.848802","UTC"
"SAA","Shively Field","Saratoga","US","US","41.444901","-106.823997","America/Denver"
"SAB","Juancho E. Yrausquin Airport","Zion's Hill","BQ","BQ","17.64533","-63.220514","America/Curacao"
"SAC","Sacramento Executive Airport","Sacramento","US","US","38.5125007629","-121.492996216","America/Los_Angeles"
"SAD","Safford Regional Airport","Safford","US","US","32.85480118","-109.6350021","America/Phoenix"
"SAE","Saattut Heliport","Saattut","GL","GL","70.811172","-51.63129","UTC"
"SAF","Santa Fe Municipal Airport","Santa Fe","US","US","35.6171","-106.088997","America/Denver"
"SAG","Shirdi International Airport","Kakadi","IN","IN","19.689211","74.373655","\N"
"SAH","Sanaa International Airport","Sanaa","YE","YE","15.4763","44.2197","Asia/Aden"
"SAI","Siem Reap-Angkor International Airport","Siem Reap","KH","KH","13.36974","104.223831","UTC"
"SAK","Sauðárkrókur Airport","Sauðárkrókur","IS","IS","65.73169708249999","-19.572799682599996","Atlantic/Reykjavik"
"SAL","El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez","San Salvador (San Luis Talpa)","SV","SV","13.44447","-89.055784","America/El_Salvador"
"SAM","Salamo Airport","Salamo","PG","PG","-9.6701","150.7903","UTC"
"SAN","San Diego International Airport","San Diego","US","US","32.733601","-117.190002","America/Los_Angeles"
"SAP","Ramón Villeda Morales International Airport","San Pedro Sula","HN","HN","15.4526","-87.923599","America/Tegucigalpa"
"SAQ","San Andros Airport","Andros Island","BS","BS","25.053800582885742","-78.04900360107422","America/Nassau"
"SAR","Sparta Community Airport - Hunter Field","Sparta","US","US","38.148899","-89.6987","UTC"
"SAS","Salton Sea Airport","Salton City","US","US","33.2414016724","-115.952003479","UTC"
"SAT","San Antonio International Airport","San Antonio","US","US","29.533701","-98.469803","America/Chicago"
"SAU","Sabu-Tardanu Airport","Sabu-Sawu Island","ID","ID","-10.4924","121.8482","UTC"
"SAV","Savannah Hilton Head International Airport","Savannah","US","US","32.126591","-81.19998","America/New_York"
"SAW","Istanbul Sabiha Gökçen International Airport","Pendik, Istanbul","TR","TR","40.898602","29.3092","Europe/Istanbul"
"SAX","Sambú Airport","Boca de Sábalo","PA","PA","8.026279","-78.209555","UTC"
